date,school,reservation_theorique,presence_reel_eleve
2025-12-09,EMILE COMBES,61,62
2025-12-09,EUGENE POTTIER JEAN SIBELIUS,261,250
2025-12-09,F D ROOSEVELT,104,104
2025-12-09,FIGUIER,89,83
2025-12-09,FLORIAN,83,75
2025-12-09,FRANCOIS MITTERRAND,191,177
2025-12-09,FREDERIC BAZILLE,20,21
2025-12-09,GALILEE,91,88
2025-12-09,GAMA,74,72
2025-12-09,GAMBETTA,82,81
2025-12-09,GANDHI,21,24
2025-12-09,GARIBALDI,139,125
2025-12-09,GARNIER,70,65
2025-12-09,GEORGES SIMENON,164,151
2025-12-09,GERMAINE RICHIER,287,276
2025-12-09,GOETHE,61,55
2025-12-09,HEIDELBERG,126,114
2025-12-09,HYPATIE,60,64
2025-12-09,ISAAC SCHOLL,110,107
2025-12-09,JACQUES BREL,201,188
2025-12-09,JEAN JAURES,187,170
2025-12-09,JEAN MACE,127,123
2025-12-09,JEAN MERMOZ,141,137
2025-12-09,JEAN MOULIN,120,108
2025-12-09,JEAN ZAY,97,93
2025-12-09,JEANNE D ARC,108,106
2025-12-09,JEANNE MOREAU,179,175
2025-12-09,JOAN MIRO,232,211
2025-12-09,JOSEPH DELTEIL,137,111
2025-12-09,JOYCE,52,50
2025-12-09,JULES FERRY,148,144
2025-12-09,JULES SIMON,160,150
2025-12-09,JULES VERNE,107,101
2025-12-09,JULIE DAUBIE,176,173
2025-12-09,KIPLING,75,70
2025-12-09,LAFONTAINE,77,73
2025-12-09,LAMARTINE,76,57
2025-12-09,LEO MALET,220,211
2025-12-09,LEOPOLD SEDAR SENGHOR,131,120
2025-12-09,LOUIS ARMSTRONG,162,159
2025-12-09,LOUISVILLE,93,95
2025-12-09,LUDWIG VAN BEETHOVEN,355,334
2025-12-09,LUTHERKING,49,42
2025-12-09,MADAME DE SEVIGNE,130,125
2025-12-09,MARC BLOCH,132,124
2025-12-09,MARGUERITTE YOURCENAR,184,186
2025-12-09,MARIE CURIE,198,182
2025-12-09,MARIE PAPE CARPENTIER,153,147
2025-12-09,MICHEL DE L HOSPITAL,284,265
2025-12-09,MICHELET,61,62
2025-12-09,MORISOT MOZART,271,262
2025-12-09,NERUDA,37,34
2025-12-09,OLYMPE DE GOUGES,233,221
2025-12-09,PAGNOL,109,102
2025-12-09,PASTEUR,42,42
2025-12-09,PAUL BERT VICTOR HUGO,148,139
2025-12-09,PAUL LANGEVIN,128,116
2025-12-09,PAUL PAINLEVE,123,117
2025-12-09,PERICLES,92,90
2025-12-09,PICASSO,22,19
2025-12-09,PREVERT,28,27
2025-12-09,PROKOFIEV,54,50
2025-12-09,RENAUD,53,47
2025-12-09,RONSARD,123,119
2025-12-09,ROUX,44,41
2025-12-09,SAMUEL PATY,79,80
2025-12-09,SARAH BERNHARDT,61,53
2025-12-09,SIGMUND FREUD,141,130
2025-12-09,SIGNORET,119,112
2025-12-09,SIMON BOLIVAR,112,109
2025-12-09,SOULAGES,108,95
2025-12-09,SPINOZA,181,177
2025-12-09,SUN YAT SEN,188,185
2025-12-09,SURCOUF,95,85
2025-12-09,TERESA,61,55
2025-12-09,VAN GOGH,41,38
2025-12-09,VICTOR SCHOELCHER,260,237
2025-12-09,VOLTAIRE,208,200
2025-12-09,WINSTON CHURCHILL,273,268
2025-12-09,WOOLF,25,24
2025-12-11,AKIRA KUROSAWA,86,85
2025-12-11,ALAIN SAVARY,146,144
2025-12-11,ALBRECHT,73,70
2025-12-11,ANDRE BOULLOCHE,42,41
2025-12-11,ANDRE MALRAUX,239,225
2025-12-11,ANTOINE BALARD,66,72
2025-12-11,AQUITAINE,85,76
2025-12-11,ARISTOTE,69,66
2025-12-11,AUBIGNE,125,119
2025-12-11,AUBRAC,51,47
2025-12-11,AUGUSTE COMTE,51,49
2025-12-11,AVERROES,48,43
2025-12-11,BENOITE GROULT,233,213
2025-12-11,BERGMAN,56,53
2025-12-11,BLAISE PASCAL,93,95
2025-12-11,BON,83,77
2025-12-11,BOUCHER,90,87
2025-12-11,BRES,76,73
2025-12-11,CALANDRETA DAU CHIVALET,83,78
2025-12-11,CALANDRETA DAU CLAPAS,156,154
2025-12-11,CALLAS,104,91
2025-12-11,CAMOENS,52,49
2025-12-11,CANDOLA,70,70
2025-12-11,CERVANTES,53,44
2025-12-11,CHAPLIN,132,128
2025-12-11,CHAPTAL,90,86
2025-12-11,CHARLES BAUDELAIRE,171,174
2025-12-11,CHARLES DICKENS ANNE FRANK,304,277
2025-12-11,CHENGDU,150,146
2025-12-11,COCTEAU,89,61
2025-12-11,CONDORCET,160,152
2025-12-11,COPERNIC,37,33
2025-12-11,DAUDET,122,119
2025-12-11,DAVILER KERGOMARD,263,233
2025-12-11,DEROIN,111,93
2025-12-11,DIDEROT,144,142
2025-12-11,DOCTEUR CALMETTE,164,161
2025-12-11,DURUY,43,38
2025-12-11,ELUARD,79,80
2025-12-11,EMILE COMBES,62,61
2025-12-11,EUGENE POTTIER JEAN SIBELIUS,259,255
2025-12-11,F D ROOSEVELT,84,84
2025-12-11,FIGUIER,89,79
2025-12-11,FLORIAN,85,79
2025-12-11,FRANCOIS MITTERRAND,191,176
2025-12-11,FREDERIC BAZILLE,19,17
2025-12-11,GALILEE,73,66
2025-12-11,GAMA,77,75
2025-12-11,GAMBETTA,84,82
2025-12-11,GANDHI,19,19
2025-12-11,GARIBALDI,148,144
2025-12-11,GARNIER,69,64
2025-12-11,GEORGES SIMENON,159,162
2025-12-11,GERMAINE RICHIER,276,258
2025-12-11,GOETHE,61,61
2025-12-11,HEIDELBERG,104,93
2025-12-11,HYPATIE,46,42
2025-12-11,ISAAC SCHOLL,112,107
2025-12-11,JACQUES BREL,192,198
2025-12-11,JEAN JAURES,179,176
2025-12-11,JEAN MACE,124,130
2025-12-11,JEAN MERMOZ,140,135
2025-12-11,JEAN MOULIN,118,115
2025-12-11,JEAN ZAY,90,88
2025-12-11,JEANNE D ARC,112,110
2025-12-11,JEANNE MOREAU,171,170
2025-12-11,JOAN MIRO,233,215
2025-12-11,JOSEPH DELTEIL,114,102
2025-12-11,JOYCE,43,39
2025-12-11,JULES FERRY,145,141
2025-12-11,JULES SIMON,162,153
2025-12-11,JULES VERNE,98,95
2025-12-11,JULIE DAUBIE,162,150
2025-12-11,KIPLING,74,70
2025-12-11,LAFONTAINE,76,73
2025-12-11,LAMARTINE,77,69
2025-12-11,LEO MALET,204,193
2025-12-11,LEOPOLD SEDAR SENGHOR,107,101
2025-12-11,LOUIS ARMSTRONG,141,137
2025-12-11,LOUISVILLE,81,85
2025-12-11,LUDWIG VAN BEETHOVEN,338,324
2025-12-11,LUTHERKING,42,33
2025-12-11,MADAME DE SEVIGNE,128,125
2025-12-11,MARC BLOCH,114,92
2025-12-11,MARGUERITTE YOURCENAR,174,173
2025-12-11,MARIE CURIE,195,180
2025-12-11,MARIE PAPE CARPENTIER,142,140
2025-12-11,MICHEL DE L HOSPITAL,273,256
2025-12-11,MICHELET,63,61
2025-12-11,MORISOT MOZART,274,250
2025-12-11,NERUDA,27,25
2025-12-11,OLYMPE DE GOUGES,222,220
2025-12-11,PAGNOL,100,84
2025-12-11,PASTEUR,43,39
2025-12-11,PAUL BERT VICTOR HUGO,150,144
2025-12-11,PAUL LANGEVIN,134,128
2025-12-11,PAUL PAINLEVE,128,111
2025-12-11,PERICLES,92,89
2025-12-11,PICASSO,17,15
2025-12-11,PREVERT,22,21
2025-12-11,PROKOFIEV,51,48
2025-12-11,RENAUD,46,27
2025-12-11,RONSARD,106,100
2025-12-11,ROUX,44,42
2025-12-11,SAMUEL PATY,75,76
2025-12-11,SARAH BERNHARDT,58,51
2025-12-11,SIGMUND FREUD,132,135
2025-12-11,SIGNORET,118,114
2025-12-11,SIMON BOLIVAR,91,93
2025-12-11,SOULAGES,106,92
2025-12-11,SPINOZA,172,161
2025-12-11,SUN YAT SEN,187,184
2025-12-11,SURCOUF,93,91
2025-12-11,TERESA,56,46
2025-12-11,VAN GOGH,37,32
2025-12-11,VICTOR SCHOELCHER,239,221
2025-12-11,VOLTAIRE,195,185
2025-12-11,WINSTON CHURCHILL,271,270
2025-12-11,WOOLF,23,21
2025-12-12,AKIRA KUROSAWA,101,89
2025-12-12,ALAIN SAVARY,142,142
2025-12-12,ALBRECHT,81,64
2025-12-12,ANDRE BOULLOCHE,53,54
2025-12-12,ANDRE MALRAUX,238,218
2025-12-12,ANTOINE BALARD,81,73
2025-12-12,AQUITAINE,85,78
2025-12-12,ARISTOTE,67,61
2025-12-12,AUBIGNE,126,117
2025-12-12,AUBRAC,53,49
2025-12-12,AUGUSTE COMTE,51,46
2025-12-12,AVERROES,61,58
2025-12-12,BENOITE GROULT,236,202
2025-12-12,BERGMAN,52,47
2025-12-12,BLAISE PASCAL,96,97
2025-12-12,BON,88,85
2025-12-12,BOUCHER,94,90
2025-12-12,BRES,82,68
2025-12-12,CALANDRETA DAU CHIVALET,80,72
2025-12-12,CALANDRETA DAU CLAPAS,160,151
2025-12-12,CALLAS,108,91
2025-12-12,CAMOENS,57,54
2025-12-12,CANDOLA,78,0
2025-12-12,CERVANTES,58,49
2025-12-12,CHAPLIN,130,122
2025-12-12,CHAPTAL,88,78
2025-12-12,CHARLES BAUDELAIRE,180,179
2025-12-12,CHARLES DICKENS ANNE FRANK,323,292
2025-12-12,CHENGDU,148,135
2025-12-12,COCTEAU,93,90
2025-12-12,CONDORCET,162,158
2025-12-12,COPERNIC,35,23
2025-12-12,DAUDET,118,111
2025-12-12,DAVILER KERGOMARD,267,239
2025-12-12,DEROIN,117,95
2025-12-12,DIDEROT,161,157
2025-12-12,DOCTEUR CALMETTE,166,161
2025-12-12,DURUY,45,38
2025-12-12,ELUARD,78,76
2025-12-12,EMILE COMBES,61,58
2025-12-12,EUGENE POTTIER JEAN SIBELIUS,260,252
2025-12-12,F D ROOSEVELT,101,95
2025-12-12,FIGUIER,87,80
2025-12-12,FLORIAN,79,72
2025-12-12,FRANCOIS MITTERRAND,190,172
2025-12-12,FREDERIC BAZILLE,20,16
2025-12-12,GALILEE,89,76
2025-12-12,GAMA,78,72
2025-12-12,GAMBETTA,84,81
2025-12-12,GANDHI,27,25
2025-12-12,GARIBALDI,147,138
2025-12-12,GARNIER,65,56
2025-12-12,GEORGES SIMENON,162,154
2025-12-12,GERMAINE RICHIER,269,211
2025-12-12,GOETHE,58,53
2025-12-12,HEIDELBERG,129,112
2025-12-12,HYPATIE,55,56
2025-12-12,ISAAC SCHOLL,113,102
2025-12-12,JACQUES BREL,193,188
2025-12-12,JEAN JAURES,187,175
2025-12-12,JEAN MACE,127,132
2025-12-12,JEAN MERMOZ,142,141
2025-12-12,JEAN MOULIN,119,118
2025-12-12,JEAN ZAY,90,81
2025-12-12,JEANNE D ARC,109,108
2025-12-12,JEANNE MOREAU,175,169
2025-12-12,JOAN MIRO,228,198
2025-12-12,JOSEPH DELTEIL,133,129
2025-12-12,JOYCE,46,44
2025-12-12,JULES FERRY,144,118
2025-12-12,JULES SIMON,167,154
2025-12-12,JULES VERNE,77,71
2025-12-12,JULIE DAUBIE,178,166
2025-12-12,KIPLING,75,72
2025-12-12,LAFONTAINE,72,67
2025-12-12,LAMARTINE,82,76
2025-12-12,LEO MALET,215,207
2025-12-12,LEOPOLD SEDAR SENGHOR,116,112
2025-12-12,LOUIS ARMSTRONG,152,148
2025-12-12,LOUISVILLE,92,94
2025-12-12,LUDWIG VAN BEETHOVEN,344,328
2025-12-12,LUTHERKING,46,45
2025-12-12,MADAME DE SEVIGNE,127,121
2025-12-12,MARC BLOCH,132,125
2025-12-12,MARGUERITTE YOURCENAR,186,178
2025-12-12,MARIE CURIE,193,166
2025-12-12,MARIE PAPE CARPENTIER,149,134
2025-12-12,MICHEL DE L HOSPITAL,280,248
2025-12-12,MICHELET,67,65
2025-12-12,MORISOT MOZART,269,209
2025-12-12,NERUDA,36,27
2025-12-12,OLYMPE DE GOUGES,224,218
2025-12-12,PAGNOL,103,95
2025-12-12,PASTEUR,42,38
2025-12-12,PAUL BERT VICTOR HUGO,151,142
2025-12-12,PAUL LANGEVIN,127,118
2025-12-12,PAUL PAINLEVE,122,103
2025-12-12,PERICLES,93,88
2025-12-12,PICASSO,18,13
2025-12-12,PREVERT,29,23
2025-12-12,PROKOFIEV,56,49
2025-12-12,RENAUD,51,46
2025-12-12,RONSARD,113,109
2025-12-12,ROUX,45,40
2025-12-12,SAMUEL PATY,85,83
2025-12-12,SARAH BERNHARDT,57,51
2025-12-12,SIGMUND FREUD,143,135
2025-12-12,SIGNORET,117,114
2025-12-12,SIMON BOLIVAR,118,118
2025-12-12,SOULAGES,108,102
2025-12-12,SPINOZA,192,174
2025-12-12,SUN YAT SEN,190,182
2025-12-12,SURCOUF,104,93
2025-12-12,TERESA,60,47
2025-12-12,VAN GOGH,42,35
2025-12-12,VICTOR SCHOELCHER,259,238
2025-12-12,VOLTAIRE,212,198
2025-12-12,WINSTON CHURCHILL,271,251
2025-12-12,WOOLF,20,16
2025-12-15,AKIRA KUROSAWA,94,86
2025-12-15,ALAIN SAVARY,137,120
2025-12-15,ALBRECHT,75,66
2025-12-15,ANDRE BOULLOCHE,37,35
2025-12-15,ANDRE MALRAUX,239,216
2025-12-15,ANTOINE BALARD,68,57
2025-12-15,AQUITAINE,81,71
2025-12-15,ARISTOTE,70,62
2025-12-15,AUBIGNE,122,112
2025-12-15,AUBRAC,56,49
2025-12-15,AUGUSTE COMTE,49,41
2025-12-15,AVERROES,48,45
2025-12-15,BENOITE GROULT,229,214
2025-12-15,BERGMAN,53,55
2025-12-15,BLAISE PASCAL,95,91
2025-12-15,BON,83,65
2025-12-15,BOUCHER,90,87
2025-12-15,BRES,75,70
2025-12-15,CALANDRETA DAU CHIVALET,80,75
2025-12-15,CALANDRETA DAU CLAPAS,160,149
2025-12-15,CALLAS,105,86
2025-12-15,CAMOENS,51,53
2025-12-15,CANDOLA,82,78
2025-12-15,CERVANTES,47,38
2025-12-15,CHAPLIN,130,118
2025-12-15,CHAPTAL,91,81
2025-12-15,CHARLES BAUDELAIRE,174,163
2025-12-15,CHARLES DICKENS ANNE FRANK,299,268
2025-12-15,CHENGDU,148,133
2025-12-15,COCTEAU,85,75
2025-12-15,CONDORCET,161,144
2025-12-15,COPERNIC,38,35
2025-12-15,DAUDET,118,116
2025-12-15,DAVILER KERGOMARD,274,258
2025-12-15,DEROIN,109,106
2025-12-15,DIDEROT,141,140
2025-12-15,DOCTEUR CALMETTE,166,159
2025-12-15,DURUY,43,37
2025-12-15,ELUARD,80,78
2025-12-15,EMILE COMBES,59,51
2025-12-15,EUGENE POTTIER JEAN SIBELIUS,256,245
2025-12-15,F D ROOSEVELT,84,77
2025-12-15,FIGUIER,89,85
2025-12-15,FLORIAN,83,79
2025-12-15,FRANCOIS MITTERRAND,189,169
2025-12-15,FREDERIC BAZILLE,19,15
2025-12-15,GALILEE,67,64
2025-12-15,GAMA,75,72
2025-12-15,GAMBETTA,82,64
2025-12-15,GANDHI,23,22
2025-12-15,GARIBALDI,139,121
2025-12-15,GARNIER,68,65
2025-12-15,GEORGES SIMENON,154,146
2025-12-15,GERMAINE RICHIER,274,254
2025-12-15,GOETHE,59,57
2025-12-15,HEIDELBERG,107,96
2025-12-15,HYPATIE,53,52
2025-12-15,ISAAC SCHOLL,110,95
2025-12-15,JACQUES BREL,187,168
2025-12-15,JEAN JAURES,172,162
2025-12-15,JEAN MACE,121,121
2025-12-15,JEAN MERMOZ,141,136
2025-12-15,JEAN MOULIN,120,118
2025-12-15,JEAN ZAY,92,86
2025-12-15,JEANNE D ARC,103,103
2025-12-15,JEANNE MOREAU,169,164
2025-12-15,JOAN MIRO,231,215
2025-12-15,JOSEPH DELTEIL,121,111
2025-12-15,JOYCE,43,35
2025-12-15,JULES FERRY,139,132
2025-12-15,JULES SIMON,163,156
2025-12-15,JULES VERNE,101,95
2025-12-15,JULIE DAUBIE,166,150
2025-12-15,KIPLING,69,65
2025-12-15,LAFONTAINE,76,71
2025-12-15,LAMARTINE,84,80
2025-12-15,LEO MALET,206,182
2025-12-15,LEOPOLD SEDAR SENGHOR,100,99
2025-12-15,LOUIS ARMSTRONG,127,123
2025-12-15,LOUISVILLE,82,77
2025-12-15,LUDWIG VAN BEETHOVEN,340,331
2025-12-15,LUTHERKING,44,36
2025-12-15,MADAME DE SEVIGNE,129,120
2025-12-15,MARC BLOCH,115,107
2025-12-15,MARGUERITTE YOURCENAR,174,170
2025-12-15,MARIE CURIE,187,179
2025-12-15,MARIE PAPE CARPENTIER,142,138
2025-12-15,MICHEL DE L HOSPITAL,277,258
2025-12-15,MICHELET,61,58
2025-12-15,MORISOT MOZART,279,265
2025-12-15,NERUDA,30,24
2025-12-15,OLYMPE DE GOUGES,224,214
2025-12-15,PAGNOL,105,92
2025-12-15,PASTEUR,42,39
2025-12-15,PAUL BERT VICTOR HUGO,147,146
2025-12-15,PAUL LANGEVIN,128,123
2025-12-15,PAUL PAINLEVE,124,116
2025-12-15,PERICLES,92,87
2025-12-15,PICASSO,14,11
2025-12-15,PREVERT,24,22
2025-12-15,PROKOFIEV,53,52
2025-12-15,RENAUD,53,44
2025-12-15,RONSARD,112,106
2025-12-15,ROUX,46,40
2025-12-15,SAMUEL PATY,79,78
2025-12-15,SARAH BERNHARDT,61,54
2025-12-15,SIGMUND FREUD,134,136
2025-12-15,SIGNORET,120,112
2025-12-15,SIMON BOLIVAR,80,77
2025-12-15,SOULAGES,109,101
2025-12-15,SPINOZA,172,165
2025-12-15,SUN YAT SEN,178,177
2025-12-15,SURCOUF,93,90
2025-12-15,TERESA,58,52
2025-12-15,VAN GOGH,37,36
2025-12-15,VICTOR SCHOELCHER,243,219
2025-12-15,VOLTAIRE,191,176
2025-12-15,WINSTON CHURCHILL,266,269
2025-12-15,WOOLF,21,19
2025-12-16,AKIRA KUROSAWA,100,82
2025-12-16,ALAIN SAVARY,152,142
2025-12-16,ALBRECHT,80,73
2025-12-16,ANDRE BOULLOCHE,57,44
2025-12-16,ANDRE MALRAUX,240,220
2025-12-16,ANTOINE BALARD,87,84
2025-12-16,AQUITAINE,91,82
2025-12-16,ARISTOTE,68,62
2025-12-16,AUBIGNE,108,93
2025-12-16,AUBRAC,56,50
2025-12-16,AUGUSTE COMTE,49,42
2025-12-16,AVERROES,57,60
2025-12-16,BENOITE GROULT,233,209
2025-12-16,BERGMAN,56,53
2025-12-16,BLAISE PASCAL,100,96
2025-12-16,BON,100,77
2025-12-16,BOUCHER,97,84
2025-12-16,BRES,85,76
2025-12-16,CALANDRETA DAU CHIVALET,81,77
2025-12-16,CALANDRETA DAU CLAPAS,157,149
2025-12-16,CALLAS,110,86
2025-12-16,CAMOENS,53,53
2025-12-16,CANDOLA,82,77
2025-12-16,CERVANTES,58,45
2025-12-16,CHAPLIN,132,76
2025-12-16,CHAPTAL,90,75
2025-12-16,CHARLES BAUDELAIRE,178,179
2025-12-16,CHARLES DICKENS ANNE FRANK,319,275
2025-12-16,CHENGDU,150,136
2025-12-16,COCTEAU,92,90
2025-12-16,CONDORCET,164,157
2025-12-16,COPERNIC,38,36
2025-12-16,DAUDET,114,108
2025-12-16,DAVILER KERGOMARD,267,57
2025-12-16,DEROIN,119,106
2025-12-16,DIDEROT,168,161
2025-12-16,DOCTEUR CALMETTE,165,164
2025-12-16,DURUY,43,37
2025-12-16,ELUARD,82,71
2025-12-16,EMILE COMBES,62,61
2025-12-16,EUGENE POTTIER JEAN SIBELIUS,262,256
2025-12-16,F D ROOSEVELT,106,87
2025-12-16,FIGUIER,89,86
2025-12-16,FLORIAN,82,75
2025-12-16,FRANCOIS MITTERRAND,189,171
2025-12-16,FREDERIC BAZILLE,20,14
2025-12-16,GALILEE,93,80
2025-12-16,GAMA,75,72
2025-12-16,GAMBETTA,83,76
2025-12-16,GANDHI,23,22
2025-12-16,GARIBALDI,144,139
2025-12-16,GARNIER,70,66
2025-12-16,GEORGES SIMENON,163,160
2025-12-16,GERMAINE RICHIER,288,262
2025-12-16,GOETHE,62,55
2025-12-16,HEIDELBERG,124,110
2025-12-16,HYPATIE,60,65
2025-12-16,ISAAC SCHOLL,111,99
2025-12-16,JACQUES BREL,205,185
2025-12-16,JEAN JAURES,184,175
2025-12-16,JEAN MACE,125,124
2025-12-16,JEAN MERMOZ,139,135
2025-12-16,JEAN MOULIN,120,108
2025-12-16,JEAN ZAY,97,85
2025-12-16,JEANNE D ARC,109,105
2025-12-16,JEANNE MOREAU,178,170
2025-12-16,JOAN MIRO,232,216
2025-12-16,JOSEPH DELTEIL,140,46
2025-12-16,JOYCE,55,47
2025-12-16,JULES FERRY,147,131
2025-12-16,JULES SIMON,161,102
2025-12-16,JULES VERNE,88,88
2025-12-16,JULIE DAUBIE,178,159
2025-12-16,KIPLING,74,74
2025-12-16,LAFONTAINE,76,69
2025-12-16,LAMARTINE,83,75
2025-12-16,LEO MALET,216,194
2025-12-16,LEOPOLD SEDAR SENGHOR,135,130
2025-12-16,LOUIS ARMSTRONG,160,149
2025-12-16,LOUISVILLE,93,87
2025-12-16,LUDWIG VAN BEETHOVEN,351,271
2025-12-16,LUTHERKING,49,39
2025-12-16,MADAME DE SEVIGNE,128,121
2025-12-16,MARC BLOCH,130,123
2025-12-16,MARGUERITTE YOURCENAR,191,183
2025-12-16,MARIE CURIE,195,183
2025-12-16,MARIE PAPE CARPENTIER,150,131
2025-12-16,MICHEL DE L HOSPITAL,284,267
2025-12-16,MICHELET,62,10
2025-12-16,MORISOT MOZART,274,264
2025-12-16,NERUDA,37,30
2025-12-16,OLYMPE DE GOUGES,229,210
2025-12-16,PAGNOL,108,91
2025-12-16,PASTEUR,42,36
2025-12-16,PAUL BERT VICTOR HUGO,151,143
2025-12-16,PAUL LANGEVIN,130,117
2025-12-16,PAUL PAINLEVE,120,108
2025-12-16,PERICLES,93,56
2025-12-16,PICASSO,22,13
2025-12-16,PREVERT,28,25
2025-12-16,PROKOFIEV,54,49
2025-12-16,RENAUD,53,47
2025-12-16,RONSARD,121,115
2025-12-16,ROUX,44,33
2025-12-16,SAMUEL PATY,81,75
2025-12-16,SARAH BERNHARDT,61,53
2025-12-16,SIGMUND FREUD,141,125
2025-12-16,SIGNORET,119,110
2025-12-16,SIMON BOLIVAR,116,99
2025-12-16,SOULAGES,108,100
2025-12-16,SPINOZA,198,186
2025-12-16,SUN YAT SEN,201,196
2025-12-16,SURCOUF,92,92
2025-12-16,TERESA,61,54
2025-12-16,VAN GOGH,41,38
2025-12-16,VICTOR SCHOELCHER,252,202
2025-12-16,VOLTAIRE,204,177
2025-12-16,WINSTON CHURCHILL,275,270
2025-12-16,WOOLF,25,23
2025-12-18,AKIRA KUROSAWA,88,76
2025-12-18,ALAIN SAVARY,148,141
2025-12-18,ALBRECHT,71,64
2025-12-18,ANDRE BOULLOCHE,48,45
2025-12-18,ANDRE MALRAUX,239,226
2025-12-18,ANTOINE BALARD,65,59
2025-12-18,AQUITAINE,83,75
2025-12-18,ARISTOTE,69,64
2025-12-18,AUBIGNE,125,124
2025-12-18,AUBRAC,51,43
2025-12-18,AUGUSTE COMTE,49,48
2025-12-18,AVERROES,47,43
2025-12-18,BENOITE GROULT,226,210
2025-12-18,BERGMAN,55,47
2025-12-18,BLAISE PASCAL,93,91
2025-12-18,BON,82,78
2025-12-18,BOUCHER,91,84
2025-12-18,BRES,74,69
2025-12-18,CALANDRETA DAU CHIVALET,82,77
2025-12-18,CALANDRETA DAU CLAPAS,154,143
2025-12-18,CALLAS,102,78
2025-12-18,CAMOENS,51,53
2025-12-18,CANDOLA,80,75
2025-12-18,CERVANTES,54,45
2025-12-18,CHAPLIN,129,118
2025-12-18,CHAPTAL,90,67
2025-12-18,CHARLES BAUDELAIRE,170,153
2025-12-18,CHARLES DICKENS ANNE FRANK,309,293
2025-12-18,CHENGDU,148,135
2025-12-18,COCTEAU,87,81
2025-12-18,CONDORCET,167,152
2025-12-18,COPERNIC,37,35
2025-12-18,DAUDET,118,118
2025-12-18,DAVILER KERGOMARD,266,246
2025-12-18,DEROIN,108,101
2025-12-18,DIDEROT,148,149
2025-12-18,DOCTEUR CALMETTE,162,152
2025-12-18,DURUY,44,40
2025-12-18,ELUARD,80,74
2025-12-18,EMILE COMBES,64,57
2025-12-18,EUGENE POTTIER JEAN SIBELIUS,262,256
2025-12-18,F D ROOSEVELT,86,84
2025-12-18,FIGUIER,86,83
2025-12-18,FLORIAN,85,80
2025-12-18,FRANCOIS MITTERRAND,191,169
2025-12-18,FREDERIC BAZILLE,19,16
2025-12-18,GALILEE,73,55
2025-12-18,GAMA,78,76
2025-12-18,GAMBETTA,83,83
2025-12-18,GANDHI,20,18
2025-12-18,GARIBALDI,149,137
2025-12-18,GARNIER,70,62
2025-12-18,GEORGES SIMENON,157,172
2025-12-18,GERMAINE RICHIER,276,222
2025-12-18,GOETHE,59,55
2025-12-18,HEIDELBERG,104,90
2025-12-18,HYPATIE,47,46
2025-12-18,ISAAC SCHOLL,113,108
2025-12-18,JACQUES BREL,196,174
2025-12-18,JEAN JAURES,174,167
2025-12-18,JEAN MACE,121,116
2025-12-18,JEAN MERMOZ,139,133
2025-12-18,JEAN MOULIN,119,94
2025-12-18,JEAN ZAY,91,85
2025-12-18,JEANNE D ARC,107,103
2025-12-18,JEANNE MOREAU,171,167
2025-12-18,JOAN MIRO,230,211
2025-12-18,JOSEPH DELTEIL,112,101
2025-12-18,JOYCE,43,39
2025-12-18,JULES FERRY,146,135
2025-12-18,JULES SIMON,162,159
2025-12-18,JULES VERNE,98,101
2025-12-18,JULIE DAUBIE,162,152
2025-12-18,KIPLING,69,63
2025-12-18,LAFONTAINE,74,69
2025-12-18,LAMARTINE,77,70
2025-12-18,LEO MALET,203,177
2025-12-18,LEOPOLD SEDAR SENGHOR,105,98
2025-12-18,LOUIS ARMSTRONG,138,135
2025-12-18,LOUISVILLE,82,86
2025-12-18,LUDWIG VAN BEETHOVEN,329,325
2025-12-18,LUTHERKING,43,37
2025-12-18,MADAME DE SEVIGNE,125,122
2025-12-18,MARC BLOCH,118,118
2025-12-18,MARGUERITTE YOURCENAR,177,164
2025-12-18,MARIE CURIE,189,172
2025-12-18,MARIE PAPE CARPENTIER,146,133
2025-12-18,MICHEL DE L HOSPITAL,278,257
2025-12-18,MICHELET,63,60
2025-12-18,MORISOT MOZART,273,252
2025-12-18,NERUDA,28,24
2025-12-18,OLYMPE DE GOUGES,227,213
2025-12-18,PAGNOL,100,88
2025-12-18,PASTEUR,41,37
2025-12-18,PAUL BERT VICTOR HUGO,151,137
2025-12-18,PAUL LANGEVIN,131,124
2025-12-18,PAUL PAINLEVE,121,107
2025-12-18,PERICLES,92,81
2025-12-18,PICASSO,16,13
2025-12-18,PREVERT,24,24
2025-12-18,PROKOFIEV,52,47
2025-12-18,RENAUD,49,45
2025-12-18,RONSARD,101,90
2025-12-18,ROUX,45,34
2025-12-18,SAMUEL PATY,76,77
2025-12-18,SARAH BERNHARDT,57,49
2025-12-18,SIGMUND FREUD,133,126
2025-12-18,SIGNORET,116,108
2025-12-18,SIMON BOLIVAR,92,77
2025-12-18,SOULAGES,106,101
2025-12-18,SPINOZA,171,161
2025-12-18,SUN YAT SEN,192,179
2025-12-18,SURCOUF,90,84
2025-12-18,TERESA,58,49
2025-12-18,VAN GOGH,37,30
2025-12-18,VICTOR SCHOELCHER,240,194
2025-12-18,VOLTAIRE,194,166
2025-12-18,WINSTON CHURCHILL,272,249
2025-12-18,WOOLF,23,18
2025-12-19,AKIRA KUROSAWA,99,82
2025-12-19,ALAIN SAVARY,142,133
2025-12-19,ALBRECHT,79,65
2025-12-19,ANDRE BOULLOCHE,52,47
2025-12-19,ANDRE MALRAUX,235,208
2025-12-19,ANTOINE BALARD,83,80
